Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Starting Salary,Current Salary,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,1,Female,83,3,4,Manager,2,Single,67340,39492,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,39828,36384,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,1,Male,57,3,1,Research Scientist,1,Married,8168,61384,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2
33,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,969,2,Female,42,2,2,Healthcare Representative,4,Single,27796,49164,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4
29,No,Travel_Rarely,1210,Sales,2,3,Medical,1,366,1,Male,78,2,2,Sales Executive,2,Married,26576,14748,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0
35,No,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,17700,63944,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2
40,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,1,986,2,Female,100,4,4,Sales Executive,2,Single,52776,68284,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0
34,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1,Sales Representative,3,Married,8924,45256,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single,27508,80936,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0
29,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,1513,4,Female,97,3,1,Laboratory Technician,2,Married,12720,18672,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2
31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,1881,2,Male,89,3,2,Laboratory Technician,3,Divorced,16788,74496,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2
27,No,Travel_Rarely,205,Sales,10,3,Marketing,1,1403,4,Female,98,2,2,Sales Executive,4,Married,23076,28400,1,Y,Yes,11,3,4,80,0,6,3,3,6,2,4,4
40,No,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,Female,46,3,2,Sales Executive,2,Divorced,22860,90212,7,Y,No,12,3,3,80,2,8,5,3,5,4,1,3
38,No,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,79,4,Female,50,3,2,Laboratory Technician,4,Single,9624,21824,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9
34,No,Travel_Rarely,1346,Research & Development,19,2,Medical,1,18,2,Male,93,3,1,Laboratory Technician,4,Divorced,10644,35032,0,Y,No,11,3,3,80,1,3,2,3,2,2,1,2
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,19720,55880,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,19504,23420,5,Y,No,12,3,3,80,1,8,0,3,6,4,0,2
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,4,Female,91,3,1,Laboratory Technician,4,Divorced,9080,44020,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
28,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,2,Female,81,3,2,Sales Executive,2,Married,19116,14792,1,Y,Yes,20,4,1,80,0,8,2,3,8,7,7,5
42,No,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,1408,3,Female,31,3,4,Manager,1,Married,67196,66464,0,Y,No,14,3,3,80,1,21,5,3,20,7,0,9
28,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,4,Male,84,3,1,Research Scientist,1,Single,8320,18928,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2
36,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,1,Male,66,4,1,Laboratory Technician,2,Married,11240,36952,1,Y,No,22,4,2,80,0,5,3,3,5,4,0,2
55,No,Travel_Rarely,1136,Research & Development,1,4,Medical,1,1424,2,Male,81,4,4,Research Director,4,Divorced,58928,49656,2,Y,No,13,3,4,80,2,31,4,4,7,7,0,0
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,84,3,1,Laboratory Technician,1,Married,12844,88408,1,Y,No,14,3,4,80,1,10,3,2,9,6,1,4
35,Yes,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,1,Female,69,3,1,Laboratory Technician,1,Divorced,8296,106476,1,Y,Yes,12,3,4,80,1,1,2,3,1,0,0,0
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,80,3,2,Sales Executive,3,Single,19436,26792,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
27,No,Travel_Rarely,591,Research & Development,2,1,Medical,1,7,1,Male,40,3,1,Laboratory Technician,2,Married,13872,66528,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,1,Male,54,2,2,Laboratory Technician,4,Single,14724,56016,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2
40,No,Travel_Rarely,1342,Sales,9,2,Medical,1,1548,1,Male,47,3,2,Sales Executive,1,Married,21892,77380,0,Y,No,12,3,4,80,0,9,5,4,8,4,7,1
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,10092,77196,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1
37,No,Travel_Frequently,319,Sales,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,11172,10156,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8
38,No,Travel_Rarely,371,Research & Development,2,3,Life Sciences,1,24,4,Male,45,3,1,Research Scientist,4,Single,15776,17224,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,3,Female,55,3,2,Sales Executive,4,Married,20816,54344,1,Y,Yes,11,3,4,80,0,10,2,3,10,8,0,9
48,No,Travel_Frequently,117,Research & Development,22,3,Medical,1,1900,4,Female,58,3,4,Manager,4,Divorced,68696,9748,3,Y,No,11,3,2,80,1,24,3,3,22,17,4,7
32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,16800,40896,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,922,3,Female,49,2,1,Sales Representative,3,Single,8176,88208,1,Y,No,13,3,4,80,0,2,3,2,2,2,0,2
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,77,3,2,Sales Executive,4,Single,26328,33384,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced,54700,54092,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2
40,No,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,119,3,Male,78,2,4,Healthcare Representative,2,Married,54012,56460,1,Y,No,22,4,4,80,1,22,3,2,22,3,11,11
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,1,Male,70,3,1,Research Scientist,1,Single,13392,12656,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7
43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,902,4,Female,33,3,2,Healthcare Representative,4,Married,22248,87128,4,Y,No,13,3,2,80,1,12,2,2,5,2,2,2
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced,34960,22276,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
36,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,Single,10076,49148,4,Y,No,21,4,3,80,0,16,6,3,11,8,3,9
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,Married,31876,78436,2,Y,Yes,14,3,3,80,0,28,4,3,5,4,0,4
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married,21872,53608,1,Y,No,14,3,1,80,2,13,3,3,12,7,5,7
29,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,1558,3,Male,91,4,1,Research Scientist,3,Married,9804,89504,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0
59,No,Travel_Rarely,1324,Research & Development,3,3,Medical,1,10,3,Female,81,4,1,Laboratory Technician,1,Married,10680,39856,4,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,13732,69440,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3
34,Yes,Travel_Rarely,699,Research & Development,6,1,Medical,1,31,2,Male,83,3,1,Research Scientist,1,Single,11840,68408,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,3
40,No,Travel_Rarely,1194,Research & Development,2,4,Medical,1,2051,3,Female,98,3,1,Research Scientist,3,Married,8004,50196,2,Y,No,14,3,2,80,3,20,2,3,5,3,0,2
32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,439,1,Female,74,4,2,Research Scientist,4,Single,20220,42228,7,Y,No,16,3,3,80,0,10,0,2,7,7,0,7
25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,1,143,4,Male,64,2,1,Research Scientist,4,Married,11556,107588,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1
35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014,3,Female,57,3,3,Healthcare Representative,3,Divorced,41552,27900,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,1,291,4,Male,32,1,3,Sales Executive,4,Married,41600,103248,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,55,2,3,Sales Executive,1,Married,41224,86120,9,Y,No,17,3,3,80,0,15,3,3,13,12,6,0
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,1,Female,50,2,2,Human Resources,3,Single,23940,107576,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,1829,2,Female,47,3,2,Healthcare Representative,1,Divorced,17792,42992,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7
28,Yes,Travel_Rarely,103,Research & Development,24,3,Life Sciences,1,19,3,Male,50,2,1,Laboratory Technician,3,Single,8112,51788,5,Y,Yes,14,3,2,80,0,6,4,3,4,2,0,3
54,No,Travel_Frequently,966,Research & Development,1,4,Life Sciences,1,1245,4,Female,53,3,3,Manufacturing Director,3,Divorced,42008,38636,7,Y,No,17,3,1,80,1,33,2,1,5,4,1,4
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,2,Male,48,4,2,Research Scientist,1,Married,20832,105248,1,Y,No,11,3,4,80,0,16,2,3,16,15,1,10
29,No,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,15,4,Female,49,2,2,Laboratory Technician,3,Single,16772,50728,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,2,Married,10972,29324,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,2,Male,73,2,5,Manager,4,Divorced,76564,35444,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,2,Male,42,3,1,Research Scientist,4,Single,9744,53688,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,20652,63400,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,68192,96388,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,Married,14256,91908,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7
32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,Male,55,3,2,Sales Executive,4,Single,21584,86812,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,Single,16920,76900,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3
31,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,424,1,Male,62,2,2,Human Resources,1,Married,25640,71288,3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,Sales Representative,4,Single,9292,68820,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
35,No,Travel_Rarely,660,Sales,7,1,Life Sciences,1,1492,4,Male,76,3,1,Sales Representative,3,Married,9616,64768,1,Y,No,13,3,1,80,1,1,3,3,1,0,0,0
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,25176,92240,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2
27,No,Travel_Rarely,1103,Research & Development,14,3,Life Sciences,1,1244,1,Male,42,3,1,Research Scientist,1,Married,8940,57508,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8
34,No,Travel_Rarely,1320,Research & Development,20,3,Technical Degree,1,1265,3,Female,89,4,1,Research Scientist,3,Married,10340,86572,0,Y,No,17,3,4,80,0,2,5,2,1,0,0,0
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,Married,14068,89960,7,Y,No,17,3,1,80,0,5,0,3,3,2,0,2
27,No,Travel_Rarely,1167,Research & Development,4,2,Life Sciences,1,1259,1,Male,76,3,1,Research Scientist,3,Divorced,10068,12832,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,Married,70412,14100,1,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
29,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,26492,16816,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,10616,38620,3,Y,No,21,4,4,80,2,8,3,2,2,2,0,2
46,No,Travel_Rarely,228,Sales,3,3,Life Sciences,1,1527,3,Female,51,3,4,Manager,2,Married,66424,45520,8,Y,No,12,3,4,80,1,23,2,4,13,12,5,1
55,No,Travel_Rarely,1229,Research & Development,4,4,Life Sciences,1,1501,4,Male,30,3,2,Healthcare Representative,3,Married,16140,64572,0,Y,Yes,16,3,2,80,0,4,2,3,3,2,1,2
35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,3,Male,80,3,2,Healthcare Representative,3,Married,22756,98376,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2
29,No,Travel_Frequently,1413,Sales,1,1,Medical,1,312,2,Female,42,3,3,Sales Executive,4,Married,31672,26396,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,3,Female,44,4,2,Human Resources,2,Married,25556,75068,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,81,3,2,Manufacturing Director,3,Single,20168,12560,0,Y,No,13,3,4,80,0,10,2,1,9,2,3,8
59,No,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,81,1,Female,99,3,3,Sales Executive,1,Single,30548,9416,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9
36,No,Travel_Rarely,676,Research & Development,1,3,Other,1,823,3,Female,35,3,2,Manufacturing Director,2,Married,20912,93444,0,Y,No,15,3,1,80,1,10,2,3,9,7,0,5
52,No,Travel_Frequently,890,Research & Development,25,4,Medical,1,867,3,Female,81,2,4,Manufacturing Director,4,Married,55304,76112,3,Y,No,22,4,3,80,0,31,3,3,9,8,0,0
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,1597,4,Male,92,2,2,Healthcare Representative,3,Married,20252,61328,1,Y,No,14,3,2,80,1,8,3,2,8,2,7,7
39,No,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,2014,1,Male,52,3,2,Research Scientist,4,Single,16432,21360,7,Y,No,13,3,1,80,0,18,2,3,7,7,1,7
36,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,Married,30384,15236,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0
50,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,36832,26580,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1
45,No,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,86,2,Male,59,3,3,Research Scientist,1,Divorced,38896,75148,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0
